"","wpt_name","wpt_type","wpt_type_other","wpt_status","wpt_non_functional_reason","wpt_non_functional_reason_other","wpt_pbr_status","wpt_call_status","pbr_nonfunctional_functional","pbr_functional_nonfunctional","call_nonfunctional_functional","call_functional_nonfunctional","wpt_pbr_scheme","scheme_name_change","lat","long","wpt_image","region","lga","ward_merge","village_merge","scheme_merge"
"176","Kwa mzumali","handpump_borehole",NA,"Not_functional","1 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.134417512041781","37.85035828256799","http://classic.ona.io/api/v1/files/2382823?filename=pbrtz/attachments/1474363928937.jpg","Morogoro","Morogoro","Mvuha","Msonge","Holand"
"177","Kwa selestina","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.140466668127794","37.84863560565149","http://classic.ona.io/api/v1/files/2382821?filename=pbrtz/attachments/1474364669533.jpg","Morogoro","Morogoro","Mvuha","Msonge","Village"
"178","Kwa kibwana kalungwana","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.143023853179207","37.848899903950574","http://classic.ona.io/api/v1/files/2382816?filename=pbrtz/attachments/1474365038960.jpg","Morogoro","Morogoro","Mvuha","Msonge","Village"
"179","See msonge2","handpump_ringwell",NA,"Not_functional","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"http://classic.ona.io/api/v1/files/2382818?filename=pbrtz/attachments/1474370422803.jpg","Morogoro","Morogoro","Mvuha","Msonge",NA
"180","See as well msonge 2","handpump_ringwell",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"http://classic.ona.io/api/v1/files/2382822?filename=pbrtz/attachments/1474370469808.jpg","Morogoro","Morogoro","Mvuha","Msonge",NA
"181","Mnadani_01013014281WP04","communal_standpipe",NA,"Not_functional","4 9 10",NA,"Not_functional",NA,NA,NA,NA,NA,"Buku","Misreporting","-4.5852085387258725","35.74595920014251","http://classic.ona.io/api/v1/files/2383992?filename=pbrtz/attachments/1474368501986.jpg","Dodoma","Kondoa","Soera","Bukulu","Tasaf"
"182","Bukulu_B_01013014281WP01","communal_standpipe",NA,"Not_functional","4 9 10",NA,"Functional",NA,"never_functional",NA,NA,NA,"Buku","Misreporting","-4.597251658789867","35.75257683821165","http://classic.ona.io/api/v1/files/2383993?filename=pbrtz/attachments/1474369248611.jpg","Dodoma","Kondoa","Soera","Bukulu","Tasaf"
"183","Msikitini_01013014281WP02","communal_standpipe",NA,"Not_functional","4 9",NA,"Not_functional",NA,NA,NA,NA,NA,"Buku","Tasaf","-4.599700991552583","35.75570355701761","http://classic.ona.io/api/v1/files/2383991?filename=pbrtz/attachments/1474369815220.jpg","Dodoma","Kondoa","Soera","Bukulu","Tasaf"
"184","Kwa Vicent","communal_standpipe",NA,"Not_functional","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.600968368377021","35.751573533743745","http://classic.ona.io/api/v1/files/2383990?filename=pbrtz/attachments/1474370466684.jpg","Dodoma","Kondoa","Soera","Bukulu","Tasaf"
"185","Kwahay_01013014281WP07","communal_standpipe",NA,"Not_functional","9",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Buku","Misreporting","-4.608268062982037","35.762358768427546","http://classic.ona.io/api/v1/files/2384012?filename=pbrtz/attachments/1474371206459.jpg","Dodoma","Kondoa","Soera","Bukulu","Tasaf"
"186","Zawiyani_01013014281WP06","communal_standpipe",NA,"Not_functional","9 10",NA,"Functional",NA,"never_functional",NA,NA,NA,"Buku","Misreporting","-4.609477327720331","35.758944874862834","http://classic.ona.io/api/v1/files/2384014?filename=pbrtz/attachments/1474371575748.jpg","Dodoma","Kondoa","Soera","Bukulu","Tasaf"
"187","Kwa_Chungi_01013014281WP05","communal_standpipe",NA,"Not_functional","8 10",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Buku","Misreporting","-4.612303977355017","35.761788907973454","http://classic.ona.io/api/v1/files/2384011?filename=pbrtz/attachments/1474371960341.jpg","Dodoma","Kondoa","Soera","Bukulu","Tasaf"
"188","Zahanati_01013014281WP08","communal_standpipe",NA,"Not_functional","8 10",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Buku","Misreporting","-4.610760215540153","35.76363910272127","http://classic.ona.io/api/v1/files/2384013?filename=pbrtz/attachments/1474372423850.jpg","Dodoma","Kondoa","Soera","Bukulu","Tasaf"
"189","Shule_Ya_Secondari_01013014281WP11","communal_standpipe",NA,"Not_functional","8 10 7",NA,"Functional",NA,"less_month",NA,NA,NA,"Buku",NA,"-4.622360347999304","35.758085258462586","http://classic.ona.io/api/v1/files/2384029?filename=pbrtz/attachments/1474373972845.jpg","Dodoma","Kondoa","Soera","Bukulu","Buku"
"190","Shule_Ya_Secondari_01013014281WP12","communal_standpipe",NA,"Not_functional","8 10",NA,"Functional",NA,"less_month",NA,NA,NA,"Buku",NA,"-4.622322435034944","35.757663716550624","http://classic.ona.io/api/v1/files/2384027?filename=pbrtz/attachments/1474374097532.jpg","Dodoma","Kondoa","Soera","Bukulu","Buku"
"191","Kwa_Martin_01013014281WP10","communal_standpipe",NA,"Not_functional","8 10",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Buku","Misreporting","-4.618794121406036","35.76530783878699","http://classic.ona.io/api/v1/files/2384030?filename=pbrtz/attachments/1474375227314.jpg","Dodoma","Kondoa","Soera","Bukulu","Tasaf"
"192","Kwa_Hamadi_01013014281WP09","communal_standpipe",NA,"Not_functional","8 10",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Buku","Misreporting","-4.61622674002794","35.76627215814991","http://classic.ona.io/api/v1/files/2384028?filename=pbrtz/attachments/1474375682051.jpg","Dodoma","Kondoa","Soera","Bukulu","Tasaf"
"193","Kwa_Buki_01013014281WP16","communal_standpipe",NA,"Not_functional","9 10",NA,"Not_functional",NA,NA,NA,NA,NA,"Buku","Misreporting","-4.623507899962522","35.77408144395363","http://classic.ona.io/api/v1/files/2384033?filename=pbrtz/attachments/1474376734514.jpg","Dodoma","Kondoa","Soera","Bukulu","Tasaf"
"194","Msikitini_Alagwa","communal_standpipe",NA,"Not_functional","8 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.627636962191849","35.77381219351465","http://classic.ona.io/api/v1/files/2384035?filename=pbrtz/attachments/1474377036943.jpg","Dodoma","Kondoa","Soera","Bukulu","Tasaf"
"195","Kwa_Mzee_Hussein_01013014281WP15","communal_standpipe",NA,"Not_functional","8 10",NA,"Not_functional",NA,NA,NA,NA,NA,"Buku","Misreporting","-4.625415149313514","35.77077956923154","http://classic.ona.io/api/v1/files/2384034?filename=pbrtz/attachments/1474377346995.jpg","Dodoma","Kondoa","Soera","Bukulu","Tasaf"
"196","Stendi_Alagwa_01013014281WP13","communal_standpipe",NA,"Not_functional","8 10",NA,"Not_functional",NA,NA,NA,NA,NA,"Buku","Misreporting","-4.626627131954064","35.77714352564648","http://classic.ona.io/api/v1/files/2384036?filename=pbrtz/attachments/1474377994600.jpg","Dodoma","Kondoa","Soera","Bukulu","Tasaf"
"197","Shuleni_05023043223WP53","other","Mud heap","Not_functional","7",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,"-7.032009881827738","37.80344098308663","http://classic.ona.io/api/v1/files/2390401?filename=pbrtz/attachments/1474446521928.jpg","Morogoro","Morogoro","Kisemu","Kibangile",NA
"198","Kwa_Mama_Inno_05023043223WP52","handpump_borehole",NA,"Not_functional","7",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,"-7.035041846678548","37.80024750795194","http://classic.ona.io/api/v1/files/2390402?filename=pbrtz/attachments/1474448044761.jpg","Morogoro","Morogoro","Kisemu","Kibangile",NA
"199","Kwa_Rashid_Chamkali_05023043223WP51","handpump_borehole",NA,"Not_functional","6 7",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,"-7.038104760214592","37.80444039021896","http://classic.ona.io/api/v1/files/2390406?filename=pbrtz/attachments/1474448963042.jpg","Morogoro","Morogoro","Kisemu","Kibangile",NA
"200","Kwa_Evarist_John_05023043223WP50","handpump_borehole",NA,"Not_functional","6",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,"-7.039784223650435","37.80716603579937","http://classic.ona.io/api/v1/files/2390408?filename=pbrtz/attachments/1474449904697.jpg","Morogoro","Morogoro","Kisemu","Kibangile",NA
"201","Kwa_Mkambaku_05023043223WP49","handpump_ringwell",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,NA,NA,"-7.038460322990284","37.81121916119347","http://classic.ona.io/api/v1/files/2390418?filename=pbrtz/attachments/1474450363906.jpg","Morogoro","Morogoro","Kisemu","Kibangile",NA
"202","Kwa_Mzee_Roman_05023043223WP48","handpump_borehole",NA,"Not_functional","6 7",NA,"Functional",NA,"more_3_months",NA,NA,NA,NA,NA,"-7.0419364529505994","37.8185045124609","http://classic.ona.io/api/v1/files/2390421?filename=pbrtz/attachments/1474450910461.jpg","Morogoro","Morogoro","Kisemu","Kibangile",NA
"203","Kwa_Mbilikila_05023043223WP54","handpump_borehole",NA,"Not_functional","7",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,"-7.037628029381459","37.80089669769323","http://classic.ona.io/api/v1/files/2390419?filename=pbrtz/attachments/1474451790271.jpg","Morogoro","Morogoro","Kisemu","Kibangile",NA
"204","Kwa_Matondo_05023043223WP55","handpump_borehole",NA,"Not_functional","7",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,"-7.0379618683482965","37.7976305122227","http://classic.ona.io/api/v1/files/2390423?filename=pbrtz/attachments/1474452168377.jpg","Morogoro","Morogoro","Kisemu","Kibangile",NA
"205","Kwa mzee dimoso","handpump_borehole",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.04670954938424","37.787709874543665","http://classic.ona.io/api/v1/files/2390426?filename=pbrtz/attachments/1474454262661.jpg","Morogoro","Morogoro","Kisemu","Gozo",NA
"206","Kwa Mzee Juma Mdidi","handpump_borehole",NA,"Not_functional","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.049614529065137","37.78588469667641","http://classic.ona.io/api/v1/files/2390428?filename=pbrtz/attachments/1474455297251.jpg","Morogoro","Morogoro","Kisemu","Gozo",NA
"207","Kwa_Mzee_Pius_05023043223WP41","handpump_borehole",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,NA,NA,"-7.057070799776821","37.789325988399746","http://classic.ona.io/api/v1/files/2390431?filename=pbrtz/attachments/1474456205566.jpg","Morogoro","Morogoro","Kisemu","Gozo",NA
"208","Shule_Ya_Msingi_Bereko_01013014311WP01","communal_standpipe",NA,"Not_functional","8",NA,"Functional",NA,"less_week",NA,NA,NA,"Bere",NA,"-4.44727006","35.74308882","http://classic.ona.io/api/v1/files/2390640?filename=pbrtz/attachments/1474439752243.jpg","Dodoma","Kondoa","Bereko","Bereko","Bere"
"209","Zahanati_01013014311WP02","communal_standpipe",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,"Bere",NA,"-4.44926697","35.74071793","http://classic.ona.io/api/v1/files/2390656?filename=pbrtz/attachments/1474440166903.jpg","Dodoma","Kondoa","Bereko","Bereko","Bere"
"210","Sokoni_01013014311WP03","communal_standpipe",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,"Bere",NA,"-4.45163348","35.73920356","http://classic.ona.io/api/v1/files/2390671?filename=pbrtz/attachments/1474441201267.jpg","Dodoma","Kondoa","Bereko","Bereko","Bere"
"211","Kwa Omary George","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.45203023","35.74181527","http://classic.ona.io/api/v1/files/2390676?filename=pbrtz/attachments/1474441501738.jpg","Dodoma","Kondoa","Bereko","Bereko",NA
"212","Msikitini_01013014311WP10","communal_standpipe",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,"Bere","Bereko","-4.45560889","35.74521052","http://classic.ona.io/api/v1/files/2390678?filename=pbrtz/attachments/1474442090522.jpg","Dodoma","Kondoa","Bereko","Bereko","Bereko"
"213","Shemsia_01013014311WP08","communal_standpipe",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,"Bere",NA,"-4.45792739","35.73588071","http://classic.ona.io/api/v1/files/2390680?filename=pbrtz/attachments/1474442806623.jpg","Dodoma","Kondoa","Bereko","Bereko","Bere"
"214","Kwa Nondi Mskitini","communal_standpipe",NA,"Not_functional","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.46407882","35.73326584","http://classic.ona.io/api/v1/files/2390682?filename=pbrtz/attachments/1474443184825.jpg","Dodoma","Kondoa","Bereko","Bereko",NA
"215","Shule_Ya_Secondari_Bereko_01013014311WP09","communal_standpipe",NA,"Not_functional","9",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Bere",NA,"-4.46135266","35.73812093","http://classic.ona.io/api/v1/files/2390683?filename=pbrtz/attachments/1474443507221.jpg","Dodoma","Kondoa","Bereko","Bereko","Bere"
"216","Kurasini_01013014311WP06","communal_standpipe",NA,"Not_functional","9 10",NA,"Not_functional",NA,NA,NA,NA,NA,"Bere",NA,"-4.47237595","35.74690923","http://classic.ona.io/api/v1/files/2390686?filename=pbrtz/attachments/1474444576527.jpg","Dodoma","Kondoa","Bereko","Bereko","Bere"
"217","Shule_Ya_Msingi_Kurasini_01013014311WP07","communal_standpipe",NA,"Not_functional","9 10",NA,"Functional",NA,"never_functional",NA,NA,NA,"Bere",NA,"-4.47402057","35.74339285","http://classic.ona.io/api/v1/files/2390692?filename=pbrtz/attachments/1474445029097.jpg","Dodoma","Kondoa","Bereko","Bereko","Bere"
"218","Kwa Mzee Bura","communal_standpipe",NA,"Not_functional","9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.46467907","35.746566","http://classic.ona.io/api/v1/files/2390694?filename=pbrtz/attachments/1474445957031.jpg","Dodoma","Kondoa","Bereko","Bereko",NA
"219","Kwa Mzee Ramadhan Kidunda","communal_standpipe",NA,"Not_functional","9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.56729045","35.80210684","http://classic.ona.io/api/v1/files/2390696?filename=pbrtz/attachments/1474453373705.jpg","Dodoma","Kondoa","Itololo","Kandaga","Water Aid"
"220","Mkajia_01013014291WP35","communal_standpipe",NA,"Not_functional","9 10",NA,"Not_functional",NA,NA,NA,NA,NA,"Foki",NA,"-4.56947675","35.79703212","http://classic.ona.io/api/v1/files/2390697?filename=pbrtz/attachments/1474453696317.jpg","Dodoma","Kondoa","Itololo","Kandaga","Foki"
"221","Kwa_Doso_01013014291WP36","communal_standpipe",NA,"Not_functional","9 10 7",NA,"Not_functional",NA,NA,NA,NA,NA,"Foki",NA,"-4.56952605","35.78863907","http://classic.ona.io/api/v1/files/2390699?filename=pbrtz/attachments/1474454003278.jpg","Dodoma","Kondoa","Itololo","Kandaga","Foki"
"222","Kwa Dosi","water_harvesting_tank",NA,"Not_functional","9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.56650857","35.7878993","http://classic.ona.io/api/v1/files/2390700?filename=pbrtz/attachments/1474454310745.jpg","Dodoma","Kondoa","Itololo","Kandaga","Water Aid"
"223","Kwa Inyasi","communal_standpipe",NA,"Not_functional","9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.56438498","35.78613127","http://classic.ona.io/api/v1/files/2390702?filename=pbrtz/attachments/1474454633642.jpg","Dodoma","Kondoa","Itololo","Kandaga","Water Aid"
"224","Msikiti wa Ijumaa (Kwa Juma Hussein)","communal_standpipe",NA,"Not_functional","9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.55697008","35.78279832","http://classic.ona.io/api/v1/files/2390703?filename=pbrtz/attachments/1474454921526.jpg","Dodoma","Kondoa","Itololo","Kandaga","Water Aid"
"225","Kipara_01013014291WP54","communal_standpipe",NA,"Not_functional","9 10",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Kand",NA,"-4.55367757","35.78150962","http://classic.ona.io/api/v1/files/2390706?filename=pbrtz/attachments/1474455080552.jpg","Dodoma","Kondoa","Itololo","Kandaga","Kand"
"226","Kwa Kasmir","communal_standpipe",NA,"Not_functional","9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.54920076","35.77984559","http://classic.ona.io/api/v1/files/2390708?filename=pbrtz/attachments/1474455334861.jpg","Dodoma","Kondoa","Itololo","Kandaga","Water Aid"
"227","Shule ya Msingi Kandaga","communal_standpipe",NA,"Not_functional","9 10 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.54610297","35.77613099","http://classic.ona.io/api/v1/files/2390709?filename=pbrtz/attachments/1474455611935.jpg","Dodoma","Kondoa","Itololo","Kandaga","Water Aid"
"228","Mskitini Kwa Ali Shaban","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.54463758","35.7784804","http://classic.ona.io/api/v1/files/2390710?filename=pbrtz/attachments/1474455875794.jpg","Dodoma","Kondoa","Itololo","Kandaga","Water Aid"
"229","Kwa_Aziz_01013014291WP59","communal_standpipe",NA,"Not_functional","9 10",NA,"Not_functional",NA,NA,NA,NA,NA,"Kand",NA,"-4.53849943","35.78131473","http://classic.ona.io/api/v1/files/2390711?filename=pbrtz/attachments/1474456142033.jpg","Dodoma","Kondoa","Itololo","Kandaga","Kand"
"230","Kwa_Mzee_Alisondo_01013014291WP60","communal_standpipe",NA,"Not_functional","9 10 7",NA,"Functional",NA,"less_month",NA,NA,NA,"Kand",NA,"-4.53859504","35.7864132","http://classic.ona.io/api/v1/files/2390712?filename=pbrtz/attachments/1474456446869.jpg","Dodoma","Kondoa","Itololo","Kandaga","Kand"
"231","Kwa Bakari Maulid","handpump_ringwell",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.55803287","35.78611958","http://classic.ona.io/api/v1/files/2390718?filename=pbrtz/attachments/1474459059823.jpg","Dodoma","Kondoa","Itololo","Kandaga",NA
"232","Kanisani_01013014291WP50","communal_standpipe",NA,"Not_functional","9 10 7",NA,"Functional",NA,"never_functional",NA,NA,NA,"Kand",NA,"-4.55600978","35.78758143","http://classic.ona.io/api/v1/files/2390719?filename=pbrtz/attachments/1474459442567.jpg","Dodoma","Kondoa","Itololo","Kandaga","Kand"
"233","Kwa Juma Idoa","communal_standpipe",NA,"Not_functional","9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.55371379","35.78557556","http://classic.ona.io/api/v1/files/2390720?filename=pbrtz/attachments/1474459900037.jpg","Dodoma","Kondoa","Itololo","Kandaga","Water Aid"
"234","Kwa Ali Saburi","communal_standpipe",NA,"Not_functional","9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.56101102","35.78677659","http://classic.ona.io/api/v1/files/2390721?filename=pbrtz/attachments/1474460453375.jpg","Dodoma","Kondoa","Itololo","Kandaga","Water Aid"
"235","Kwa_Leo_01013014291WP53","communal_standpipe",NA,"Not_functional","9 10 7",NA,"Functional",NA,"never_functional",NA,NA,NA,"Foki",NA,"-4.56349801","35.79349494","http://classic.ona.io/api/v1/files/2390724?filename=pbrtz/attachments/1474461027851.jpg","Dodoma","Kondoa","Itololo","Kandaga","Foki"
"236","Kwa Nassib Kulala","handpump_borehole",NA,"Not_functional","6 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.55986517","35.78327197","http://classic.ona.io/api/v1/files/2390725?filename=pbrtz/attachments/1474461540171.jpg","Dodoma","Kondoa","Itololo","Kandaga",NA
"237","Kwa Ally Juma","handpump_borehole",NA,"Not_functional","1 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.55961028","35.78192268","http://classic.ona.io/api/v1/files/2390727?filename=pbrtz/attachments/1474461840202.jpg","Dodoma","Kondoa","Itololo","Kandaga",NA
"238","Aniseti_01013014291WP51","communal_standpipe",NA,"Not_functional","9 10 7",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Kand",NA,"-4.5512322","35.78822166","http://classic.ona.io/api/v1/files/2390729?filename=pbrtz/attachments/1474462422655.jpg","Dodoma","Kondoa","Itololo","Kandaga","Kand"
"239","Sekondari_01013014061WP28","communal_standpipe",NA,"Not_functional","8 9 10",NA,"Functional",NA,"less_month",NA,NA,NA,"Kwadelo",NA,"-4.88850892","36.14120243","http://classic.ona.io/api/v1/files/2390732?filename=pbrtz/attachments/1474473114194.jpg","Dodoma","Kondoa","Kwadelo","Kwadelo","Kwadelo"
"240","Iwodya_01013014061WP27","communal_standpipe",NA,"Not_functional","9 7",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Kwadelo",NA,"-4.89567503","36.14018481","http://classic.ona.io/api/v1/files/2390734?filename=pbrtz/attachments/1474473438797.jpg","Dodoma","Kondoa","Kwadelo","Kwadelo","Kwadelo"
"241","Caro_01013014061WP25","communal_standpipe",NA,"Not_functional","8 9 10",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Kwadelo",NA,"-4.90035053","36.14005615","http://classic.ona.io/api/v1/files/2390735?filename=pbrtz/attachments/1474473693512.jpg","Dodoma","Kondoa","Kwadelo","Kwadelo","Kwadelo"
"242","Mariva_01013014061WP26","communal_standpipe",NA,"Not_functional","8 9 10 7",NA,"Functional",NA,"less_month",NA,NA,NA,"Kwadelo",NA,"-4.90027294","36.14266359","http://classic.ona.io/api/v1/files/2390737?filename=pbrtz/attachments/1474474113897.jpg","Dodoma","Kondoa","Kwadelo","Kwadelo","Kwadelo"
"243","Kwa Hamidu Iwodya","communal_standpipe",NA,"Not_functional","9 10 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.90243697","36.14256463","http://classic.ona.io/api/v1/files/2390741?filename=pbrtz/attachments/1474474403521.jpg","Dodoma","Kondoa","Kwadelo","Kwadelo","TASAF"
"244","Kwa_Mbunyi_01013014061WP24","communal_standpipe",NA,"Not_functional","8 9 10",NA,"Functional",NA,"less_month",NA,NA,NA,"Kwadelo",NA,"-4.90443108","36.14312274","http://classic.ona.io/api/v1/files/2390740?filename=pbrtz/attachments/1474474530345.jpg","Dodoma","Kondoa","Kwadelo","Kwadelo","Kwadelo"
"245","Msikiti wa Answari","water_harvesting_tank",NA,"Not_functional","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.90373248","36.14364099","http://classic.ona.io/api/v1/files/2390742?filename=pbrtz/attachments/1474474726648.jpg","Dodoma","Kondoa","Kwadelo","Kwadelo",NA
"246","Shuleni_01013014061WP13","communal_standpipe",NA,"Not_functional","6 9",NA,"Functional",NA,"less_month",NA,NA,NA,"Samb",NA,"-4.90719821","36.14176931","http://classic.ona.io/api/v1/files/2390743?filename=pbrtz/attachments/1474474981384.jpg","Dodoma","Kondoa","Kwadelo","Kwadelo","Samb"
"247","Shule ya Msingi Kwadelo TASAF","communal_standpipe",NA,"Not_functional","8 9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.90715991","36.14179998","http://classic.ona.io/api/v1/files/2390747?filename=pbrtz/attachments/1474475175699.jpg","Dodoma","Kondoa","Kwadelo","Kwadelo","TASAF"
"248","Kwa Mweche","communal_standpipe",NA,"Not_functional","9 10 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.90928988","36.14290139","http://classic.ona.io/api/v1/files/2390746?filename=pbrtz/attachments/1474475541425.jpg","Dodoma","Kondoa","Kwadelo","Kwadelo","TASAF"
"249","Msikiti wa Serya","water_harvesting_tank",NA,"Not_functional","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.90890803","36.14283249","http://classic.ona.io/api/v1/files/2390751?filename=pbrtz/attachments/1474475784986.jpg","Dodoma","Kondoa","Kwadelo","Kwadelo","WB"
"250","Kwalifa_01013014061WP08","communal_standpipe",NA,"Not_functional","8 9 10",NA,"Not_functional",NA,NA,NA,NA,NA,"Samb",NA,"-4.90778434","36.14357006","http://classic.ona.io/api/v1/files/2390750?filename=pbrtz/attachments/1474476230446.jpg","Dodoma","Kondoa","Kwadelo","Kwadelo","Samb"
"251","Kwa Khalifa TASAF","communal_standpipe",NA,"Not_functional","8 9 10 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.90769607","36.14347633","http://classic.ona.io/api/v1/files/2390755?filename=pbrtz/attachments/1474476347642.jpg","Dodoma","Kondoa","Kwadelo","Kwadelo","TASAF"
"252","Kwa Ibrahim","communal_standpipe",NA,"Not_functional","9 10 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.9058274","36.14401117","http://classic.ona.io/api/v1/files/2390754?filename=pbrtz/attachments/1474476523917.jpg","Dodoma","Kondoa","Kwadelo","Kwadelo","TASAF"
"253","Msikiti wa Mjini","other","A tap water havesting tank","Not_functional","9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.905767","36.14502345","http://classic.ona.io/api/v1/files/2390756?filename=pbrtz/attachments/1474476874841.jpg","Dodoma","Kondoa","Kwadelo","Kwadelo","WB"
"254","Zahanati_01013014061WP20","communal_standpipe",NA,"Not_functional","9 10 7",NA,"Functional_needs_repair",NA,NA,NA,NA,NA,"Kwadelo",NA,"-4.90447204","36.14566944","http://classic.ona.io/api/v1/files/2390758?filename=pbrtz/attachments/1474477023050.jpg","Dodoma","Kondoa","Kwadelo","Kwadelo","Kwadelo"
"255","Zahanati TASAF","communal_standpipe",NA,"Not_functional","9 10 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.90446774","36.14554196","http://classic.ona.io/api/v1/files/2399037?filename=pbrtz/attachments/1474477198785.jpg","Dodoma","Kondoa","Kwadelo","Kwadelo","TASAF"
"256","Mzee bobesha","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.077978820503617","37.775127703656004","http://classic.ona.io/api/v1/files/2391261?filename=pbrtz/attachments/1474462371200.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Mtukila scheme"
"257","Kwa_Mamba_05023043223WP16","communal_standpipe",NA,"Not_functional","9",NA,"Not_functional",NA,NA,NA,NA,NA,"Mtam",NA,"-7.075932567304693","37.77484776942836","http://classic.ona.io/api/v1/files/2391259?filename=pbrtz/attachments/1474462646710.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Kibana"
"258","Kota_05023043223WP15","communal_standpipe",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,"Mkom",NA,"-7.077047191970407","37.776980879348145","http://classic.ona.io/api/v1/files/2391263?filename=pbrtz/attachments/1474462898257.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Mkom"
"259","Sembete spring","other","Spring","Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.075784676639429","37.77782586252347","http://classic.ona.io/api/v1/files/2391260?filename=pbrtz/attachments/1474463163354.jpg","Morogoro","Morogoro","Kisemu","Mtamba",NA
"260","Kwa pascali","communal_standpipe",NA,"Not_functional","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.062922012090168","37.78014869389374","http://classic.ona.io/api/v1/files/2391280?filename=pbrtz/attachments/1474463758517.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Kibana"
"261","Kigong'o Mwisho","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.06340024364487","37.779714404947626","http://classic.ona.io/api/v1/files/2391274?filename=pbrtz/attachments/1474463981302.jpg","Morogoro","Morogoro","Kisemu","Mtamba","Mtukila"
